attempt,success,complex idx,complex name,note,ligand names,ligand stoichiometries,ligand charges,batch idx,batch name,metal,oxi state,spin,topology,similarity,total charge,optimization,isomers,random seed
580,False,,,clashing ligands,"('unq_CSD-DIDMUB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C29H33N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
581,False,,,clashing ligands,"('unq_CSD-DIDMUB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C29H33N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
582,False,,,clashing ligands,"('unq_CSD-DIRPOJ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C22H36N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
583,False,,,clashing ligands,"('unq_CSD-DIRPOJ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C22H36N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
584,False,,,clashing ligands,"('unq_CSD-DONHUK-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H26N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
585,False,,,clashing ligands,"('unq_CSD-DONHUK-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H26N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
586,False,,,clashing ligands,"('unq_CSD-KIYZUQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H18N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
587,False,,,clashing ligands,"('unq_CSD-KIYZUQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H18N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
588,False,,,clashing ligands,"('unq_CSD-KOVLEM-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H31N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
589,False,,,clashing ligands,"('unq_CSD-KOVLEM-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H31N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
590,False,,,clashing ligands,"('unq_CSD-KUGMIJ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C21H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
591,False,,,clashing ligands,"('unq_CSD-KUGMIJ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C21H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
592,False,,,clashing ligands,"('unq_CSD-KUGMOP-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H30N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
593,False,,,clashing ligands,"('unq_CSD-KUGMOP-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H30N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
594,False,,,clashing ligands,"('unq_CSD-LAJMUF-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C30H21N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
595,True,173.0,KUXOSELO_PN_Ni,no optimization,"('unq_CSD-LAJMUF-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C30H21N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
596,False,,,clashing ligands,"('unq_CSD-LAJNIU-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C33H27N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
597,False,,,clashing ligands,"('unq_CSD-LAJNIU-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C33H27N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
598,False,,,clashing ligands,"('unq_CSD-LEDSAQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C37H28N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
599,False,,,clashing ligands,"('unq_CSD-LEDSAQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C37H28N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
600,False,,,clashing ligands,"('unq_CSD-LERQOP-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C29H31N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
601,True,174.0,UDOTAVOV_PN_Ni,no optimization,"('unq_CSD-LERQOP-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C29H31N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
602,True,175.0,ZEKOWOFO_PN_Ni,no optimization,"('unq_CSD-LERQUV-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H41N4P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
603,False,,,clashing ligands,"('unq_CSD-LERQUV-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H41N4P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
604,False,,,clashing ligands,"('unq_CSD-EMUQAG-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C14H21N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
605,True,176.0,WIPESOLU_PN_Ni,no optimization,"('unq_CSD-EMUQAG-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C14H21N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
606,False,,,clashing ligands,"('unq_CSD-ENEGAF-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C29H30N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
607,True,177.0,LELAMUJU_PN_Ni,no optimization,"('unq_CSD-ENEGAF-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C29H30N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
608,False,,,clashing ligands,"('unq_CSD-ENEGOT-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C33H38N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
609,False,,,clashing ligands,"('unq_CSD-ENEGOT-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C33H38N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
610,False,,,clashing ligands,"('unq_CSD-HOLXUC-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C19H22N3P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
611,True,178.0,UFOGUQUC_PN_Ni,no optimization,"('unq_CSD-HOLXUC-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C19H22N3P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
612,False,,,clashing ligands,"('unq_CSD-HURKOV-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C26H27N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
613,False,,,clashing ligands,"('unq_CSD-HURKOV-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C26H27N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
614,False,,,clashing ligands,"('unq_CSD-HURKUB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H21N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
615,False,,,clashing ligands,"('unq_CSD-HURKUB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H21N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
616,True,179.0,BUWASIMI_PN_Ni,no optimization,"('unq_CSD-HUWMUI-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H35N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
617,False,,,clashing ligands,"('unq_CSD-HUWMUI-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H35N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
618,False,,,clashing ligands,"('unq_CSD-TALYAK-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
619,False,,,clashing ligands,"('unq_CSD-TALYAK-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C25H22N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
620,True,180.0,DIJUGIRO_PN_Ni,no optimization,"('unq_CSD-WEXSOK-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H43N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
621,False,,,clashing ligands,"('unq_CSD-WEXSOK-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H43N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
622,True,181.0,YEHUBOKU_PN_Ni,no optimization,"('unq_CSD-WIJLUZ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
623,False,,,clashing ligands,"('unq_CSD-WIJLUZ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
624,True,182.0,LESIPAHA_PN_Ni,no optimization,"('unq_CSD-WOHSIW-02-b', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C37H35N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
625,True,183.0,QODUYIKA_PN_Ni,no optimization,"('unq_CSD-WOHSIW-02-b', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C37H35N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
626,False,,,clashing ligands,"('unq_CSD-WUMZIN-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C39H54N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
627,True,184.0,LIJAHORU_PN_Ni,no optimization,"('unq_CSD-WUMZIN-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C39H54N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
628,False,,,clashing ligands,"('unq_CSD-WUVSUD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H23N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
629,False,,,clashing ligands,"('unq_CSD-WUVSUD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H23N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
630,False,,,clashing ligands,"('unq_CSD-XABLOD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C41H31N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
631,False,,,clashing ligands,"('unq_CSD-XABLOD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C41H31N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
632,False,,,clashing ligands,"('unq_CSD-XEPCIE-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C11H21N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
633,False,,,clashing ligands,"('unq_CSD-XEPCIE-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C11H21N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
634,False,,,clashing ligands,"('unq_CSD-XEPVIY-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
635,False,,,clashing ligands,"('unq_CSD-XEPVIY-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
636,False,,,clashing ligands,"('unq_CSD-XIHGOK-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C30H67N5P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
637,False,,,clashing ligands,"('unq_CSD-XIHGOK-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C30H67N5P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
638,False,,,clashing ligands,"('unq_CSD-XITLUH-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H27N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
639,False,,,clashing ligands,"('unq_CSD-XITLUH-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H27N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
640,False,,,clashing ligands,"('unq_CSD-XOCNUB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C19H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
641,False,,,clashing ligands,"('unq_CSD-XOCNUB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C19H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
642,False,,,clashing ligands,"('unq_CSD-XOHGAC-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
643,False,,,clashing ligands,"('unq_CSD-XOHGAC-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C20H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
644,False,,,clashing ligands,"('unq_CSD-XONBUX-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H27N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
645,False,,,clashing ligands,"('unq_CSD-XONBUX-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H27N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
646,True,185.0,ZOKAJASE_PN_Ni,no optimization,"('unq_CSD-XOTHOF-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H33N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
647,False,,,clashing ligands,"('unq_CSD-XOTHOF-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C23H33N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
648,False,,,clashing ligands,"('unq_CSD-XOVZOX-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H44N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
649,False,,,clashing ligands,"('unq_CSD-XOVZOX-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H44N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
650,False,,,clashing ligands,"('unq_CSD-XOVZUD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C31H36N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
651,False,,,clashing ligands,"('unq_CSD-XOVZUD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C31H36N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
652,False,,,clashing ligands,"('unq_CSD-INUCOJ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C35H26N3P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
653,False,,,clashing ligands,"('unq_CSD-INUCOJ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C35H26N3P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
654,True,186.0,BIKICIQE_PN_Ni,no optimization,"('unq_CSD-IQAZIJ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C15H13N4P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
655,True,187.0,BERAHEMU_PN_Ni,no optimization,"('unq_CSD-IQAZIJ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C15H13N4P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
656,False,,,clashing ligands,"('unq_CSD-ITAJUL-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
